"","running_number","season","autumn_winter","location","sex","num_prey","fork_length_residuals","condition_scaled","gene1","gene2","sea_age","place_of_origin"
"209",209,"92/93","winter","location51","male",21,-4.55897435897437,-0.903020607573118,-0.614477648907116,-1.41051842694197,"MSW","Southern_Norway"
"210",210,"92/93","winter","location51","male",2,18.4410256410256,-0.730686460429008,0.77969973577338,-0.137307103507625,"MSW","Northern_reporting_groups"
"211",211,"92/93","winter","location51","female",2,11.4410256410256,1.08244440019646,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"212",212,"92/93","winter","location51","male",6,-2.55897435897437,-0.629346008549599,-0.614477648907116,-0.137307103507625,"MSW","Southern_Norway"
"213",213,"92/93","winter","location51","female",1,-9.55897435897437,-0.897474295166809,0.77969973577338,-1.41051842694197,"MSW","Northern_reporting_groups"
"214",214,"92/93","winter","location51","male",7,5.44102564102563,1.67150809230883,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"215",215,"92/93","winter","location51","female",0,11.4410256410256,0.356079065303174,-0.614477648907116,-0.137307103507625,"MSW","Southern_Norway"
"216",216,"92/93","winter","location51","female",0,7.44102564102563,-0.238636964480717,0.77969973577338,-1.41051842694197,"MSW","Southern_Norway"
"217",217,"92/93","winter","location51","female",2,-3.55897435897437,-0.332481135119198,-0.614477648907116,-1.41051842694197,"MSW","Southern_Norway"
"218",218,"92/93","winter","location51","female",3,-8.55897435897437,-1.45796156124913,-0.614477648907116,1.13590421992672,"MSW","Northern_reporting_groups"
"219",219,"92/93","winter","location51","female",12,8.44102564102563,0.842556667177306,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"220",220,"92/93","winter","location42","male",2,-1.55897435897437,-1.10614335211096,0.77969973577338,-1.41051842694197,"MSW","England_Ireland"
"221",221,"92/93","winter","location42","female",4,-2.55897435897437,0.1850145056358,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"222",222,"92/93","winter","location42","female",0,10.4410256410256,1.76655076089492,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"223",223,"92/93","winter","location42","female",4,-14.5589743589744,-1.17796164211154,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"224",224,"92/93","winter","location42","female",3,-7.55897435897437,-1.47666366986328,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"225",225,"92/93","winter","location42","female",1,-4.55897435897437,-0.0188941688507255,-0.614477648907116,-0.137307103507625,"MSW","England_Ireland"
"226",226,"92/93","winter","location42","female",0,-5.55897435897437,-0.378900303984012,0.77969973577338,-1.41051842694197,"MSW","Southern_Norway"
"227",227,"92/93","winter","location42","female",2,0.441025641025632,-1.0687687757873,-0.614477648907116,1.13590421992672,"MSW","Southern_Norway"
"228",228,"92/93","winter","location42","male",0,-3.55897435897437,0.727878775245493,-2.00865503358761,-1.41051842694197,"MSW","England_Ireland"
"229",229,"92/93","winter","location42","female",0,10.4410256410256,0.889565775632161,0.77969973577338,-1.41051842694197,"MSW","England_Ireland"
"230",230,"92/93","winter","location42","female",0,-6.55897435897437,-1.5013860397368,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"232",232,"92/93","winter","location42","male",4,3.44102564102563,-0.987454682471109,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"233",233,"92/93","winter","location42","female",0,18.4410256410256,1.38623010175377,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"234",234,"92/93","winter","location42","male",11,6.44102564102563,0.0363251739256409,-0.614477648907116,-0.137307103507625,"MSW","Southern_Norway"
"235",235,"92/93","winter","location42","female",0,12.4410256410256,0.553835829464516,-0.614477648907116,1.13590421992672,"MSW","Southern_Norway"
"236",236,"92/93","winter","location42","female",2,11.4410256410256,1.68774884594081,0.77969973577338,-1.41051842694197,"MSW","Northern_reporting_groups"
"237",237,"92/93","winter","location42","female",1,5.44102564102563,1.82113521294349,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"238",238,"92/93","winter","location42","female",0,10.4410256410256,0.889565775632161,-0.614477648907116,1.13590421992672,"MSW","Southern_Norway"
"239",239,"92/93","winter","location42","male",0,3.44102564102563,0.301601665186136,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"240",240,"92/93","winter","location42","female",0,-6.55897435897437,-0.779815139590454,0.77969973577338,-1.41051842694197,"MSW","Southern_Norway"
"241",241,"92/93","winter","location42","female",0,-4.55897435897437,0.202137440829905,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"242",242,"92/93","winter","location42","female",1,-5.55897435897437,-0.609403435349257,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"243",243,"92/93","winter","location42","female",6,14.4410256410256,0.674821873039571,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"244",244,"92/93","winter","location42","male",3,20.4410256410256,1.28433847245201,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"245",245,"92/93","winter","location42","female",0,0.441025641025632,0.738320881478766,-0.614477648907116,-1.41051842694197,"MSW","Southern_Norway"
"246",246,"92/93","winter","location42","female",1,11.4410256410256,0.235018176154318,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"247",247,"92/93","winter","location42","male",0,4.95757575757576,0.103901169860719,0.77969973577338,1.13590421992672,"1SW","Southern_Norway"
"248",248,"92/93","winter","location42","male",3,21.4410256410256,1.88698188009523,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"249",249,"92/93","winter","location42","male",3,-4.55897435897437,-0.903020607573118,-0.614477648907116,-1.41051842694197,"MSW","Southern_Norway"
"250",250,"92/93","winter","location42","female",1,-1.55897435897437,-0.715034107666203,-0.614477648907116,-0.137307103507625,"MSW","Southern_Norway"
"251",251,"92/93","winter","location42","female",2,-5.55897435897437,-0.839906566714503,-0.614477648907116,-0.137307103507625,"MSW","Southern_Norway"
"252",252,"92/93","winter","location42","male",17,-0.558974358974368,-0.801350578626867,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"253",253,"92/93","winter","location42","female",22,-5.55897435897437,0.0821059587464787,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"254",254,"92/93","winter","location42","female",2,-9.55897435897437,0.748331995834367,-0.614477648907116,-0.137307103507625,"MSW","England_Ireland"
"255",255,"92/93","winter","location42","male",0,-5.55897435897437,-1.76191909217548,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"256",256,"92/93","winter","location42","female",10,-5.55897435897437,-1.30091282944499,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"257",257,"92/93","winter","location42","female",0,-1.55897435897437,0.458293625668044,0.77969973577338,-1.41051842694197,"MSW","Southern_Norway"
"258",258,"92/93","winter","location42","female",1,-6.55897435897437,-1.26086240635468,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"259",259,"92/93","winter","location37","female",10,10.4410256410256,0.388431498339212,0.77969973577338,-0.137307103507625,"MSW","Northern_reporting_groups"
"260",260,"92/93","winter","location37","male",0,5.44102564102563,-1.02178007911419,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"261",261,"92/93","winter","location37","male",3,12.4410256410256,-0.382371081762103,0.77969973577338,-1.41051842694197,"MSW","Southern_Norway"
"262",262,"92/93","winter","location37","female",6,-12.5589743589744,-0.831358015371979,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"263",263,"92/93","winter","location37","female",3,10.4410256410256,1.26541648360189,0.77969973577338,-1.41051842694197,"MSW","Northern_reporting_groups"
"264",264,"92/93","winter","location37","male",0,14.4410256410256,0.89377829851262,-0.614477648907116,1.13590421992672,"MSW","Northern_reporting_groups"
"265",265,"92/93","winter","location37","female",7,-7.55897435897437,-0.220996302301608,-2.00865503358761,-1.41051842694197,"MSW","Southern_Norway"
"266",266,"92/93","winter","location37","female",0,10.4410256410256,1.76655076089492,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"267",267,"92/93","winter","location37","female",0,-9.55897435897437,0.474030947334227,-0.614477648907116,1.13590421992672,"MSW","Southern_Norway"
"268",268,"92/93","winter","location37","female",7,2.44102564102563,0.946095196731718,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"269",269,"92/93","winter","location37","male",0,-14.5589743589744,0.172062125029752,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"270",270,"92/93","winter","location37","female",5,-2.55897435897437,0.79578489127487,0.77969973577338,-1.41051842694197,"MSW","England_Ireland"
"271",271,"92/93","winter","location37","male",0,-8.55897435897437,-1.45796156124913,0.77969973577338,-1.41051842694197,"MSW","Southern_Norway"
"272",272,"92/93","winter","location37","female",1,-1.55897435897437,0.653848247890416,-0.614477648907116,-0.137307103507625,"MSW","Southern_Norway"
"273",273,"92/93","winter","location37","female",0,-15.5589743589744,-2.30302834369779,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"274",274,"92/93","winter","location37","female",5,10.4410256410256,-0.112702778953814,0.77969973577338,-1.41051842694197,"MSW","Southern_Norway"
"275",275,"92/93","winter","location37","male",1,25.4410256410256,0.796533864013306,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"276",276,"92/93","winter","location37","female",0,-8.55897435897437,0.11629817535658,-2.00865503358761,-0.137307103507625,"MSW","England_Ireland"
"277",277,"92/93","winter","location37","female",0,0.441025641025632,0.919029847205382,-0.614477648907116,-0.137307103507625,"MSW","England_Ireland"
"278",278,"92/93","winter","location37","female",16,0.441025641025632,0.376902950025535,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"279",279,"92/93","winter","location37","female",3,-5.55897435897437,0.312609090111709,-2.00865503358761,-1.41051842694197,"MSW","England_Ireland"
"280",280,"92/93","winter","location37","female",0,-4.55897435897437,-0.0188941688507255,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"281",281,"92/93","winter","location37","female",1,19.4410256410256,-1.88039475662953,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"282",282,"92/93","winter","location37","male",0,21.4410256410256,0.572166099945206,-0.614477648907116,1.13590421992672,"MSW","Southern_Norway"
"285",285,"92/93","winter","location37","female",2,-1.55897435897437,-1.88836184100047,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"286",286,"92/93","winter","location37","female",0,18.4410256410256,-0.153345579833696,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"287",287,"92/93","winter","location37","female",0,8.44102564102563,0.842556667177306,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"288",288,"92/93","winter","location37","male",0,11.4410256410256,0.961383511047601,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"289",289,"92/93","winter","location37","female",4,10.4410256410256,1.6412671915717,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"290",290,"92/93","winter","location37","female",0,0.441025641025632,1.099738812932,-2.00865503358761,-0.137307103507625,"MSW","Southern_Norway"
"291",291,"92/93","winter","location37","female",0,-3.55897435897437,-1.39284104548385,0.77969973577338,-1.41051842694197,"MSW","Southern_Norway"
"292",292,"92/93","winter","location37","male",0,10.4410256410256,0.263147929015991,-0.614477648907116,-0.137307103507625,"MSW","Southern_Norway"
"293",293,"92/93","winter","location37","female",4,-1.55897435897437,0.0671843812233001,0.77969973577338,-0.137307103507625,"MSW","England_Ireland"
"294",294,"92/93","winter","location37","female",1,8.44102564102563,0.573883005463246,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"295",295,"92/93","winter","location37","female",18,11.4410256410256,0.59820084360096,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"296",296,"92/93","winter","location37","female",1,14.4410256410256,2.09803863861425,0.77969973577338,-1.41051842694197,"MSW","Southern_Norway"
"297",297,"92/93","winter","location37","female",1,13.4410256410256,0.845781488219801,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"298",298,"92/93","winter","location37","female",3,-2.55897435897437,0.999375019821177,-2.00865503358761,-1.41051842694197,"MSW","Southern_Norway"
"299",299,"92/93","winter","location37","male",1,8.95757575757576,-0.989687764216502,-0.614477648907116,-0.137307103507625,"1SW","Southern_Norway"
"300",300,"92/93","winter","location37","female",0,8.44102564102563,1.9172513140334,0.77969973577338,-1.41051842694197,"MSW","Southern_Norway"
"301",301,"92/93","winter","location37","male",0,21.4410256410256,1.88698188009523,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"302",302,"92/93","winter","location40","female",11,-1.55897435897437,0.458293625668044,0.77969973577338,-1.41051842694197,"MSW","England_Ireland"
"303",303,"92/93","winter","location40","female",0,16.4410256410256,0.450272151116834,0.77969973577338,-1.41051842694197,"MSW","Northern_reporting_groups"
"304",304,"92/93","winter","location40","female",0,-7.55897435897437,-0.220996302301608,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"305",305,"92/93","winter","location40","female",4,-0.558974358974368,0.138331844217073,-0.614477648907116,-1.41051842694197,"MSW","England_Ireland"
"306",306,"92/93","winter","location40","female",2,11.4410256410256,0.356079065303174,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"307",307,"92/93","winter","location40","female",0,9.44102564102563,0.286705863314502,0.77969973577338,1.13590421992672,"MSW","Northern_reporting_groups"
"308",308,"92/93","winter","location40","male",0,-5.55897435897437,-1.07040969807975,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
"309",309,"92/93","winter","location40","female",0,-4.55897435897437,-1.12405221725372,0.77969973577338,-0.137307103507625,"MSW","England_Ireland"
"310",310,"92/93","winter","location40","female",3,-11.5589743589744,0.656429533299876,-0.614477648907116,-0.137307103507625,"MSW","Southern_Norway"
"311",311,"92/93","winter","location40","female",1,14.4410256410256,0.784300085776096,0.77969973577338,1.13590421992672,"MSW","Southern_Norway"
"312",312,"92/93","winter","location40","female",1,-1.55897435897437,-0.715034107666203,0.77969973577338,-1.41051842694197,"MSW","Southern_Norway"
"313",313,"92/93","winter","location40","female",4,-7.55897435897437,-0.220996302301608,0.77969973577338,-0.137307103507625,"MSW","Southern_Norway"
